Employer Name,Employee Social Security Number,EIN,Control Number,Employee First Name,Employee Last Name,Employee Address & Zip Code,State,Employee State ID,"State wages, tips,etc",State Income Tax,Local Wages & Tips,Local Income Tax,Locality Name,"Wages, Tips & other Compensation",Federal Income Tax Withheld,Social Security Wages,Social Security Tax Withheld,Medicare Wages & Tips,Medicare Tax withheld,Social Security Tips,Allocated Tips,Verification Code,Dependent Care Benefits,Non-qualified Plans,12a Column 1,12a Column 2,12b Column 1,12b Column 2,12c Column 1,12c Column 2,12d Column 1,12d Column 2,Statutary Employee,Retirement plan,Third Party Sick Pay,Other
"Shaun Green   ,   965 Nicholas Unions Suite 517
Port Whitney, CT 43042   ,   25328",814-89-2837,46-2-36-08,7357771,Allison,Robinson,"9915 Mcgee Circle
South Amyton, ND 46393",Pennsylvania,685-71-812,1270,686.25,1618,2112,South Felicia,5490,823.5,1789,268.35,3446,516.9,644,3101.4,63544,268,169,RJ,3704,OK,1130,FB,4119,IK,4712,False,False,True,DX   12988
"Veronica Cardenas   ,   249 Gross Mountain
Kentshire, AL 69200   ,   86385",367-20-3072,80-1-43-34,4182170,Paula,Davis,"399 Ross Drive
East Joshuamouth, IN 87572",Vermont,267-08-886,2418,1015.625,1422,2053,Sandraberg,8125,1218.75,3423,513.45,2635,395.25,821,2371.5,623308,136,167,ON,9866,RJ,7125,OJ,1602,YF,5225,True,True,True,QW   20854
"Melissa Rodriguez   ,   58085 Becker Villages Apt. 156
South Williamtown, SC 02174   ,   63326",628-57-9067,86-5-21-59,7472022,Heather,Vargas,"41550 Nicole Meadows Suite 875
Lake Jessica, IA 16816",Montana,206-60-881,2308,1136.875,1510,3836,Davidview,9095,1364.25,3135,470.25,2165,324.75,822,1948.5,215447,209,164,OT,3705,YH,1406,RA,5777,UO,6927,True,True,True,VF   04146
"Lindsey Sanders   ,   770 Drake Ville Suite 439
North Juan, WA 34399   ,   11321",191-16-7294,55-0-50-56,7857986,Tina,Garcia,"6762 Fuller Flats
Stephanieburgh, ME 56478",Vermont,737-02-696,2586,632.625,2757,2510,Brianmouth,5061,759.15,3089,463.35,3758,563.7,777,3382.2,679755,149,300,QG,7664,NR,8499,AH,7756,BV,3646,False,False,True,ZN   20075
"Hannah Welch   ,   8490 Nunez Roads
Erinshire, MS 17183   ,   57778",908-79-7731,94-1-04-11,4044964,Stephen,Walsh,"797 Barrera Inlet Suite 315
Melanieborough, AZ 73694",Rhode Island,710-92-219,1343,642.625,2867,3215,East Elizabethton,5141,771.15,1858,278.7,3876,581.4,763,3488.4,37338,142,229,KB,4589,XM,9151,JL,2421,KS,3964,False,True,True,UO   00803
"Juan Wolfe   ,   955 Daniel Flats
Lake Terry, WA 36531   ,   34635",015-97-7500,32-9-26-70,9621731,Susan,Hill,"548 Thomas Overpass
Longmouth, RI 81203",Delaware,245-32-128,1706,845.875,2684,3412,Port Justinbury,6767,1015.05,2395,359.25,3148,472.2,810,2833.2,537265,133,283,EI,1160,MR,4586,KU,7751,JG,1911,False,False,True,AG   43035
"Alexis Collins   ,   888 Gregory Mall Suite 629
South Maryhaven, DC 44564   ,   90471",835-41-0119,16-4-83-11,0919785,Carrie,Logan,"015 Leah Highway
Waltermouth, DE 22816",Kansas,983-90-849,2612,713.0,1093,2272,Finleyburgh,5704,855.6,2946,441.9,3620,543.0,914,3258.0,12892,223,138,LZ,1282,OV,7548,PJ,1000,VE,6034,False,False,False,TR   27827
"Nathan Carter Jr.   ,   PSC 4225, Box 3380
APO AE 94454   ,   62161",808-18-0820,88-8-89-65,1979529,Ryan,Pratt,"0612 Nicholas View
Duncanfort, NM 46755",Alaska,140-71-377,2189,1124.5,1087,3892,East Shannonmouth,8996,1349.4,2353,352.95,3175,476.25,868,2857.5,447996,248,107,ZT,4119,CA,5541,DE,4528,PF,3788,False,True,True,BV   66985
"Andrew Arias   ,   USNS Brown
FPO AA 30156   ,   34693",186-47-7180,69-3-49-61,0603375,William,Sullivan,"9490 Rodriguez Shore Apt. 492
Port Andrewview, NE 23715",Iowa,636-78-150,1438,911.625,1322,2710,New Jennifer,7293,1093.95,2834,425.1,2488,373.2,983,2239.2,692522,174,295,CM,7954,WD,9288,PL,4175,ZW,2922,False,False,False,OQ   05862
"Zachary Williams   ,   274 Wright Key Suite 548
Richardview, VT 80253   ,   44762",854-31-5545,31-2-36-79,5072260,Christopher,Meyer,"52482 Richards Rapid
Andreaside, MN 25566",Maryland,993-99-996,2466,984.375,2843,2646,New Kristi,7875,1181.25,2690,403.5,3976,596.4,774,3578.4,318984,161,161,NH,5359,CB,2141,TX,3461,KZ,8790,True,True,False,XA   37768
"Randy King   ,   9340 Duran Roads Apt. 935
Mikaylatown, CA 24022   ,   59956",701-83-9468,96-2-83-40,8936671,Gary,Hickman,"USNS Robles
FPO AP 28046",Massachusetts,939-70-045,1062,1025.125,1962,3922,Stephaniechester,8201,1230.15,1021,153.15,2328,349.2,794,2095.2,697889,222,186,KT,8584,WU,7762,AS,2294,YL,1134,False,False,False,NR   58986
"Megan Perez   ,   16129 Thomas Walks Apt. 544
New Yesenia, MD 35781   ,   68891",899-76-5441,37-5-19-98,7393251,Gordon,Ruiz,"Unit 1442 Box 5827
DPO AE 49577",Indiana,718-86-002,2439,752.25,1012,2518,Justinchester,6018,902.7,1490,223.5,2207,331.05,930,1986.3,823363,266,138,KE,2845,FD,1262,IS,8177,BL,3000,True,True,True,NQ   15683
"Billy Murphy   ,   89341 Charles Junctions Suite 725
New Joshuamouth, CT 42326   ,   68087",162-14-6950,17-1-66-34,2990124,Kim,Anderson,"USNS Stevens
FPO AP 20430",Mississippi,127-15-102,1444,1194.75,1725,3158,Sosamouth,9558,1433.7,4978,746.7,2924,438.6,823,2631.6,983896,227,151,SL,3824,AQ,6782,KN,5114,ET,8042,True,True,True,LN   29108
"John Dillon   ,   299 Boyer Greens
Garrisonport, IN 87715   ,   93889",159-95-8395,21-4-69-96,0591261,Darlene,Guerrero,"0538 Bell Crossing
Port Carlbury, AK 82229",Oregon,434-90-984,1792,1019.25,2006,2668,North Dustin,8154,1223.1,2913,436.95,2835,425.25,847,2551.5,533792,294,162,WL,7927,TK,2952,DP,5320,SU,9533,False,False,True,SU   47513
"Taylor Cole   ,   7675 Cooper Passage
Floydstad, SD 63040   ,   97018",583-46-4736,91-1-28-37,4922969,Michelle,Austin,"141 Singleton Fords Suite 605
Stephensstad, CA 52196",Massachusetts,525-28-949,1073,1054.75,2126,3692,New Danielle,8438,1265.7,2595,389.25,3748,562.2,649,3373.2,326654,273,263,FK,3169,XG,5455,XZ,3646,YA,2543,True,True,False,ID   16658
"Maria Estes   ,   384 Beth Courts Suite 169
Port Beverlyville, CO 53087   ,   35935",630-06-1823,21-9-02-42,7069845,Angela,Murray,"27023 Greene Lodge
Lake Christopher, MD 27274",Hawaii,003-55-794,2979,876.875,1123,2952,South Pamela,7015,1052.25,1391,208.65,3122,468.3,693,2809.8,964908,255,277,KS,2190,DN,3290,CS,5016,UT,9691,False,True,True,RA   15383
"Timothy Lopez   ,   91964 Campbell Point Suite 333
Gonzalezborough, NJ 86117   ,   04336",674-28-4560,05-0-74-58,6560597,Wesley,Ramos,"7829 Olson Plains Apt. 174
North Ronaldville, FL 70497",North Dakota,940-86-470,2116,815.5,1666,3193,New Jeffrey,6524,978.6,2854,428.1,2316,347.4,859,2084.4,164019,178,153,NB,1112,FK,2797,SS,5088,EL,2315,True,False,True,WT   39645
"Kevin Payne   ,   6852 Ellis Island
Lindahaven, LA 06487   ,   86219",571-13-8224,06-2-22-76,1123009,William,Bell,"57002 Michelle Loaf
Millerburgh, NH 31292",Oregon,553-08-808,2963,638.125,2280,3121,Andersonton,5105,765.75,3431,514.65,3422,513.3,632,3079.8,540911,239,114,MR,7913,LT,5928,XW,3849,PE,2192,True,False,False,KA   39026
"David Kelly   ,   81638 Nicole Crossroad Apt. 899
Krystalchester, HI 19650   ,   37032",512-03-5737,52-2-65-61,4544908,Christopher,Sandoval,"12041 John Extensions Suite 413
Nathanielmouth, FL 60316",Nebraska,646-33-032,2451,1091.5,1441,2059,Edwardsmouth,8732,1309.8,4855,728.25,3166,474.9,575,2849.4,478660,106,276,UP,6368,GH,8932,RB,8544,TX,8109,True,False,False,RT   07487
"Willie Russo   ,   3069 Grant Terrace
Chaseview, OH 68172   ,   13238",092-90-4085,42-7-37-97,4288192,Bobby,White,"694 Humphrey Springs Apt. 122
North Vernon, VT 26081",New Jersey,490-15-586,2087,872.0,1949,2987,Ramirezmouth,6976,1046.4,1368,205.2,3838,575.7,966,3454.2,454911,212,114,BJ,5744,IF,8702,RP,8837,TE,7065,False,False,True,MU   71744
"Peter Contreras   ,   415 Colleen Alley Suite 080
Martinfurt, MD 19872   ,   57748",944-09-8860,26-7-15-89,3453601,Kevin,Harris,"430 Christopher Knolls
East Stephanieside, MD 28252",North Dakota,704-99-302,2454,739.75,2073,3851,South Aarontown,5918,887.7,2737,410.55,3274,491.1,910,2946.6,778789,131,100,OT,5357,YM,5410,UV,2091,OU,7413,True,True,False,WW   73492
"Peter Diaz   ,   6464 Martha Highway Suite 356
Grantbury, WY 13662   ,   48047",198-74-2292,59-5-42-82,8518095,Debra,Hansen,"1950 Hall Street Apt. 316
Popemouth, MT 34763",Alaska,150-40-957,1746,739.125,2821,2954,Lake Felicia,5913,886.95,1656,248.4,2172,325.8,720,1954.8,634452,196,115,SX,7958,QF,2214,TD,7525,OV,7982,True,False,False,YE   24249
"Beth Taylor   ,   7454 Brian Plains Suite 433
Taylorview, KY 27430   ,   72799",296-33-7213,98-8-13-70,4951852,Dean,Lewis,"4076 Chloe Spur
Lake Christine, ND 78390",Georgia,533-79-604,2880,631.875,1568,2681,West Jefferybury,5055,758.25,1780,267.0,3893,583.95,618,3503.7,610102,161,216,MU,5985,XO,2756,AX,7021,RS,2497,False,False,False,ZZ   13910
"Tina Mueller   ,   4487 Chapman Stream Apt. 694
Brianshire, MT 59504   ,   15809",044-94-2620,46-9-66-72,1597246,Melody,Walker,"8730 Delacruz Fields Apt. 118
North Kelsey, IN 62424",Alabama,211-01-040,2314,912.75,2492,2381,New Corystad,7302,1095.3,2254,338.1,2395,359.25,734,2155.5,601146,121,168,SH,5531,BI,5270,DV,1658,FM,3655,True,False,False,UE   53813
"Karen Harris   ,   331 Neal Loaf
West Michelle, MT 15931   ,   39704",764-74-5563,00-7-92-76,8113812,Charles,Olson,"PSC 5599, Box 9479
APO AE 77750",Virginia,704-14-708,1813,725.75,2117,2487,New Nicole,5806,870.9,3908,586.2,2625,393.75,766,2362.5,42727,200,107,CJ,2370,OD,2763,MV,5192,CQ,2168,True,False,True,BO   59285
"Savannah Harvey   ,   3774 Berger Alley Apt. 912
Andersonfurt, MA 07952   ,   01218",535-45-7482,43-4-18-97,1985873,Daniel,Lewis,"4824 Lane Plains
Wrightbury, SC 73185",West Virginia,399-54-710,2034,676.875,1900,2698,Danielborough,5415,812.25,1107,166.05,2545,381.75,645,2290.5,864965,274,216,HG,7720,VU,6563,EM,6503,JB,5176,False,False,False,UD   07620
"Robert Bush   ,   215 Patrick Flat Apt. 128
Lake Davidmouth, AR 15331   ,   35193",791-46-0011,11-7-17-10,1914940,Earl,Smith,"04977 Christopher Lodge
Jacquelineshire, SC 38918",New Jersey,374-82-799,1027,1232.875,2193,3904,Simsview,9863,1479.45,3528,529.2,2067,310.05,972,1860.3,37120,126,299,NG,9919,AL,4314,VB,2910,AH,3582,False,False,True,UH   32078
"Terrence Herring   ,   3791 Cynthia Road Apt. 347
Joshuaberg, WA 80372   ,   38971",350-84-2198,77-0-92-18,9101609,Megan,Cook,"46597 Michele Mountains
West Jonathan, NH 12416",Tennessee,888-85-947,2894,1055.5,1490,2735,North Jonathanbury,8444,1266.6,2621,393.15,2149,322.35,615,1934.1,161094,195,140,EQ,3609,IN,4702,PE,4852,ZV,3520,True,False,False,XZ   72402
"Dr. Victor Williams   ,   631 Carter Springs
Keithstad, AK 84681   ,   88085",906-26-9178,34-0-88-50,3422112,Angela,Mcbride,"99635 Hicks Trail Suite 469
East Mark, NJ 25155",Nevada,249-59-858,1014,843.75,2994,3942,Stricklandville,6750,1012.5,4233,634.95,3016,452.4,603,2714.4,803940,253,159,FP,5648,BF,5252,HV,6296,HR,7580,False,True,True,JT   78895
"Joseph Wright   ,   196 Black Drives Apt. 885
Underwoodburgh, MA 59477   ,   21971",820-78-0396,00-0-42-83,7822854,Michelle,Morgan,"7845 Mary Cliff
Robbinshaven, NM 68626",Iowa,498-23-886,2896,1236.75,2843,2053,Sandraberg,9894,1484.1,1477,221.55,3727,559.05,624,3354.3,358767,148,138,WY,3468,EY,3933,JE,5749,XP,5398,True,False,False,FL   66433
"James Bell   ,   35087 Wilson Port
West Jeffreytown, IN 87349   ,   04853",947-81-2150,44-7-03-54,2764620,Paul,Bates,"046 Danielle Lodge Apt. 770
South Yolanda, AK 97905",West Virginia,064-19-273,1328,1036.25,1064,2637,South Brian,8290,1243.5,3980,597.0,3214,482.1,992,2892.6,394692,270,191,NY,2668,KQ,7685,TM,6347,YQ,9900,True,True,False,UD   14842
"Marc Small   ,   7389 Nichole Viaduct
North Russellbury, UT 76482   ,   72428",397-24-3116,15-8-57-61,4641798,John,Ewing,"99397 Gregory Pass
Gregorymouth, VT 38440",Maryland,769-86-097,2337,1198.0,1109,3221,Stevensland,9584,1437.6,4788,718.2,2737,410.55,650,2463.3,145435,220,189,IV,9345,KN,3094,VM,5842,RH,9852,True,True,True,VC   32625
"Dr. Teresa Henry   ,   94765 Perry Key Suite 652
Ellisfort, WA 19121   ,   78961",951-19-4876,32-6-25-84,9869581,Susan,Hunter,"78970 Ryan Groves
Port Rebekah, SC 99062",Alabama,907-77-172,2838,1088.125,1859,3740,Juliechester,8705,1305.75,4995,749.25,2391,358.65,576,2151.9,198590,142,203,SM,2561,EB,5664,NX,1200,VO,9043,False,False,True,XP   57565
"Eric Bryan   ,   49531 Perez River
Devonstad, LA 60762   ,   92769",680-37-2381,25-9-15-55,2687127,Kimberly,Vasquez,"84215 Tracy Gardens Apt. 245
Nelsonport, IL 02946",Tennessee,278-42-414,2490,1111.0,1712,2071,South Debbie,8888,1333.2,4199,629.85,2798,419.7,516,2518.2,480040,251,193,RF,8181,RL,9347,GX,2456,EL,3668,True,False,True,UP   17683
"David Nolan   ,   751 Wright Springs Suite 927
Port Tonya, KS 28952   ,   19718",359-56-8897,91-0-62-89,3427112,Kevin,Barnes,"91575 Bailey Loop
Kennethshire, MI 74448",North Carolina,783-31-233,1519,888.25,2224,3250,Glenchester,7106,1065.9,2645,396.75,3938,590.7,616,3544.2,993283,243,286,JT,2877,NW,2207,ZU,1371,LC,7362,False,False,False,SE   87469
"Philip Wilson   ,   788 Selena Shore Suite 022
Curtisstad, FL 70800   ,   21488",585-59-6179,30-6-24-74,5174172,Joseph,Sullivan,"448 Heather Rue
Hernandezview, AL 60150",North Carolina,248-51-789,1112,763.875,2267,2817,East Davidborough,6111,916.65,3569,535.35,3752,562.8,967,3376.8,494580,290,184,FL,8095,TM,3400,QN,1319,SP,7972,False,True,False,HL   51198
"John Gilbert   ,   7338 Schneider Cape
Patrickmouth, IN 65651   ,   25285",477-77-9811,38-1-90-66,5104610,Courtney,Greene,"4539 Smith Plaza
Lake Hunterport, ID 97232",Colorado,099-76-801,1769,762.25,2053,3238,Rebekahstad,6098,914.7,1223,183.45,2633,394.95,649,2369.7,509101,162,153,AJ,8898,LL,2086,HW,4926,UG,7321,False,True,True,BA   95358
"Mary Newman   ,   69432 Brandon Flats
North Patrickville, LA 36194   ,   53261",805-95-8242,04-3-94-13,3708973,Ashley,Mercado,"0466 James Lane
West Adamport, AZ 32842",Maryland,690-07-464,1687,1050.625,2367,2558,Port Marcuschester,8405,1260.75,4236,635.4,3310,496.5,869,2979.0,958119,228,101,UV,4833,ND,8925,WV,2581,HG,2414,False,False,True,EI   01820
"David Lopez   ,   02006 Scott Path
New Darren, NV 92905   ,   03924",157-98-7946,61-5-76-60,9910563,Kevin,Johnson,"4843 Phillip Corners
South Charlesburgh, PA 24091",Delaware,030-45-678,2584,744.625,1942,2590,Roseland,5957,893.55,4197,629.55,3452,517.8,627,3106.8,139490,190,142,IU,5174,HZ,7612,GF,3443,BQ,2381,True,False,True,SE   34721
"Mrs. Linda Morales   ,   04525 Courtney Points Apt. 959
South Michael, SC 38246   ,   49125",741-75-2805,31-6-52-71,2517867,Susan,Bender,"410 Miller Ports Apt. 202
North Morgan, MA 57084",Tennessee,346-34-356,1616,1052.75,2601,3154,Mikehaven,8422,1263.3,4154,623.1,3643,546.45,745,3278.7,188589,210,100,TA,8776,DG,3285,LK,2900,FL,2380,False,False,False,RE   98695
"Madison Smith   ,   87026 Bell Spur Apt. 279
Port Theresaview, OH 12896   ,   87340",801-90-3278,12-8-25-44,8162399,Jasmine,Riley,"199 Jonathon Fort Suite 877
Gallowayton, OH 75984",Louisiana,265-03-308,1092,863.875,2440,2187,North Billybury,6911,1036.65,4108,616.2,2063,309.45,524,1856.7,738001,177,223,ME,6623,VP,1977,SU,4874,PR,6735,True,True,False,NE   97066
"Alicia Steele   ,   9729 Kathleen Shoal Apt. 335
Port Kelly, HI 73994   ,   29000",200-48-1749,92-5-23-38,1353542,Kelly,Hunt,"420 Martin Island Suite 025
Bauermouth, DE 34856",Oklahoma,661-55-798,2739,1181.375,1233,2521,New Mary,9451,1417.65,2534,380.1,2918,437.7,926,2626.2,254646,114,228,AR,7411,FI,7381,RK,1019,ZJ,3410,True,True,True,SS   76084
"Jonathan Dean   ,   3304 Regina Viaduct
West Stephanieburgh, MT 11196   ,   80942",756-90-1836,43-6-36-24,9435125,Shannon,Whitaker,"18156 David Fort Apt. 605
West Maureenstad, IA 10897",Mississippi,349-86-900,2080,1235.25,1337,2447,Lake Elizabethchester,9882,1482.3,2775,416.25,2855,428.25,898,2569.5,527864,216,146,AE,9016,AA,3701,RZ,5443,VI,1712,True,False,False,RL   81282
"Jacob Lee   ,   6606 James Route
North Victor, DE 13337   ,   49769",353-47-7221,69-9-58-11,1884917,Jeffrey,Guerra,"0732 Melissa Run
Jamesfurt, UT 04299",Alaska,264-42-448,1794,948.125,1226,2645,Connietown,7585,1137.75,4171,625.65,2493,373.95,699,2243.7,137190,170,186,KT,7210,CT,8100,KC,5948,UC,3549,True,False,True,LU   95946
"Richard Taylor   ,   Unit 1348 Box 1972
DPO AP 50382   ,   59055",003-15-1434,45-4-14-00,9731593,Cassandra,Burton,"PSC 8590, Box 5391
APO AA 35841",California,478-19-894,2107,1077.125,1601,2291,Port Andreaburgh,8617,1292.55,1987,298.05,3887,583.05,703,3498.3,709363,189,289,OL,5929,MR,5296,TK,2525,IP,6989,True,False,True,SA   16771
"Mary Bruce   ,   19993 Ashley Wells
West Danielle, OH 69782   ,   05566",536-09-1648,68-9-79-75,2513991,George,Lewis,"12798 Patrick Vista Suite 253
Andrewstad, AK 20766",Alabama,870-70-871,2261,776.0,2229,3037,North Veronicaberg,6208,931.2,1978,296.7,2407,361.05,909,2166.3,786763,163,155,JN,5984,XZ,4305,WT,6111,QB,6115,False,True,False,JS   02224
"Ann Chambers   ,   0790 Katherine Skyway
Port Kathrynland, ME 74166   ,   61246",073-26-8625,13-8-35-80,3553009,Benjamin,Sellers,"Unit 4979 Box 2906
DPO AP 68273",Oregon,045-04-651,2677,637.5,2616,2667,Michaelton,5100,765.0,3431,514.65,3934,590.1,574,3540.6,344276,156,194,NK,3660,NS,7952,GI,8138,MP,2564,False,False,False,NX   45583
"Andrea Bernard   ,   92117 Rebecca Ports Suite 648
North Jose, KS 13348   ,   87947",158-52-5543,52-3-72-64,9199643,Emily,Malone,"Unit 9963 Box 4661
DPO AE 09502",Arizona,916-30-917,1719,993.5,1127,3028,East Catherinechester,7948,1192.2,4339,650.85,3969,595.35,820,3572.1,17750,107,204,OT,8880,DV,5913,JR,9353,GL,7351,True,False,False,XU   94817
"Jason Kennedy   ,   USNS Nguyen
FPO AE 91356   ,   58559",364-30-8288,73-5-14-04,5526082,Mary,Hoffman,"587 Rebecca Islands
Davidland, NV 20489",New Jersey,723-70-610,1637,826.5,2306,2789,Lake Melindaberg,6612,991.8,2934,440.1,3292,493.8,640,2962.8,82594,210,261,ME,7526,UT,3182,DF,6284,FF,9527,True,True,True,XG   44255
"Glen Mooney   ,   24811 Angela Fort
Silvamouth, NM 45322   ,   27665",768-39-0820,94-6-99-16,1952412,Patricia,King,"898 Hughes Court Apt. 888
North Lisastad, VT 27757",New York,671-33-056,1243,728.375,1045,3589,New Timothy,5827,874.05,1484,222.6,2360,354.0,609,2124.0,894795,108,259,UV,1264,VL,9707,NM,8044,TZ,4485,False,True,True,EU   31238
"Isaac Johnson   ,   3641 Wright Plain
Lake Daniel, AL 49627   ,   83508",194-39-1832,21-1-88-87,5030512,Donna,Adams,"13320 James Viaduct
Lake Angela, WI 97781",Utah,787-79-112,2631,978.0,1865,2272,Leeville,7824,1173.6,3866,579.9,2829,424.35,640,2546.1,135206,119,262,JB,3380,EL,7876,HT,2192,AX,6455,False,True,True,XP   63042
"Crystal Christian   ,   9251 Eduardo Inlet Apt. 745
South Justin, FL 60106   ,   45438",908-94-0242,81-9-05-39,8492269,Mr.,Joseph,"4015 Adams Pike Suite 376
West Rachel, VT 09992",Texas,112-19-372,2463,1188.0,1556,2115,North Brandon,9504,1425.6,3991,598.65,2474,371.1,845,2226.6,53354,210,154,JM,1372,TM,3397,LD,4708,DN,8610,False,True,False,KI   89297
"Heather Green   ,   335 Tyler Bypass Suite 622
Fisherview, NH 31871   ,   18541",020-54-8024,40-3-26-16,0533871,James,Yu,"1792 King Summit Apt. 189
Maryhaven, PA 26007",Vermont,516-27-352,1185,860.625,1778,3016,Williamborough,6885,1032.75,3731,559.65,2958,443.7,893,2662.2,867784,182,233,PI,4671,EN,6201,LR,3102,ST,3934,True,True,False,ZD   66915
"Shannon Clements   ,   6372 James Plains
Allisonland, ND 18236   ,   92874",013-31-2762,97-9-21-09,2280132,Jamie,Watkins,"962 Theresa Valley
East Tracyside, ID 77909",Virginia,255-74-495,1142,780.75,2193,3830,New Douglas,6246,936.9,4978,746.7,2806,420.9,808,2525.4,524911,193,260,QE,2645,IP,5705,SX,5550,JU,9043,False,True,True,IW   00917
"Jessica Mason   ,   020 Perez Loop Suite 921
East Stacy, WI 56674   ,   22608",001-00-1341,33-3-28-87,5202046,Duane,Williams,"49040 Smith Fork Suite 564
Michellefurt, AZ 80125",Colorado,765-61-287,2278,1142.0,1690,2795,Cynthiaburgh,9136,1370.4,3035,455.25,3420,513.0,903,3078.0,480590,257,171,WY,4389,AV,2538,QC,3039,MS,6468,False,False,False,DX   34113
"Lindsey Foster   ,   595 Lowe Stream
North Mary, ND 73301   ,   44608",098-43-7743,82-9-24-77,5374980,Albert,Benton,"0676 Vaughan Stream Suite 673
Pattersonville, NV 03977",West Virginia,740-91-249,1322,794.625,2367,2553,New Daniel,6357,953.55,3060,459.0,2662,399.3,615,2395.8,366173,244,264,MC,8334,LF,8342,JD,1481,BB,9223,False,True,True,ZH   67901
"Sherry Elliott   ,   6399 Pittman Circle
North Nicoleborough, AK 10727   ,   39760",585-75-8200,32-2-11-76,3197817,Brian,Adams,"82512 Shaw Forges
Cookport, IN 79733",Massachusetts,846-01-258,2256,1038.375,1458,2980,North Ashleyside,8307,1246.05,4947,742.05,3770,565.5,823,3393.0,569906,187,147,GX,7539,MJ,8808,FQ,9962,QA,8350,False,True,True,BQ   29088
"Heather Noble   ,   4664 Brenda Ford
Christianview, WA 84549   ,   97766",113-34-2764,02-4-70-61,8395626,Thomas,Dickerson,"27308 Christopher Mountains
Port Kellistad, MS 20086",Michigan,263-05-638,1693,707.375,2354,2509,Lake Jesus,5659,848.85,2062,309.3,2725,408.75,770,2452.5,140850,142,233,SD,3063,OI,9593,KD,1143,AF,1477,False,True,True,LO   98929
"Jane Lopez   ,   89949 Marquez Stravenue
West Ashleyview, ND 91086   ,   75246",630-51-2880,21-6-76-98,8415167,Frederick,Becker,"48004 Drew Crest
Rayberg, WI 49276",Connecticut,719-86-704,1208,985.25,2909,2012,Hardinbury,7882,1182.3,3155,473.25,3597,539.55,630,3237.3,251669,227,279,LI,3639,LZ,8197,WT,8080,IU,2035,True,False,False,MO   71225
"Jesse Clark   ,   328 Harrison Valley
Warrenside, MS 73613   ,   65086",684-27-0231,68-0-92-75,6828131,Larry,Craig,"04687 Rodriguez Creek Apt. 785
Kathrynshire, CO 30636",Maryland,878-67-471,1129,1090.875,2170,3716,Port Christian,8727,1309.05,4961,744.15,2724,408.6,948,2451.6,282417,195,200,PL,3398,TW,7409,KR,1658,HL,5140,True,True,True,QQ   64124
"Olivia Carter   ,   7386 Wright Pine Suite 748
West Amyton, AK 95866   ,   45367",342-07-2017,20-3-76-67,9353818,Joel,Frazier,"143 Chen Village
East Pamelamouth, NV 53451",Missouri,507-71-098,2713,1108.0,2392,3619,South Aprilfort,8864,1329.6,2333,349.95,2548,382.2,771,2293.2,125288,167,275,BA,5369,US,3562,ZL,1848,GD,2163,True,True,True,ST   88168
"Richard Parrish   ,   501 Troy Mission
Carolchester, AK 45368   ,   63931",970-45-7785,30-2-18-24,0466772,Nancy,Horne,"Unit 5802 Box 2731
DPO AP 17067",Illinois,763-65-734,1311,1032.625,2165,2998,Lisachester,8261,1239.15,4961,744.15,2150,322.5,956,1935.0,812661,109,197,UV,7156,PL,3683,XT,7098,YE,7106,True,True,False,FL   85138
"Tiffany Montgomery   ,   0449 Jack Vista Suite 686
Port Rachelborough, ME 31260   ,   76053",061-89-0813,14-1-98-57,1439564,Brittany,Hernandez,"38685 Richard Rapids Suite 906
New Joseph, ME 99086",West Virginia,463-82-734,1937,827.25,1481,3632,Suttonbury,6618,992.7,2745,411.75,2454,368.1,641,2208.6,253488,278,230,GA,5956,ZT,8845,KF,7192,FF,1066,False,False,True,DB   94994
"Amy Mccormick   ,   188 Natalie Forge
North Rachelton, AZ 71434   ,   54242",652-82-2359,94-8-40-92,1328775,Cameron,Whitehead,"310 Scott Key Suite 900
Batesport, MO 56260",Texas,715-03-663,1181,652.75,1388,2328,Lake Danielfort,5222,783.3,4329,649.35,2635,395.25,675,2371.5,976188,222,117,NC,7859,ZU,1959,KN,1119,UV,9020,True,False,True,VJ   42592
"Nicholas Armstrong   ,   PSC 4534, Box 5510
APO AA 81100   ,   37391",005-10-0591,91-0-30-02,1573190,Nicole,Campbell,"524 Wallace Estates Apt. 560
Jessicamouth, CT 46308",Utah,330-47-078,2296,1247.375,2929,3976,New Jason,9979,1496.85,4183,627.45,2760,414.0,684,2484.0,458972,232,203,HY,7667,DJ,6936,WZ,1307,AG,3348,True,True,True,YA   61715
"Kyle Garcia   ,   8881 Moore Wall Apt. 810
Jeffreyberg, TN 03407   ,   09953",702-08-9919,12-6-12-87,8430511,Carla,Jacobs,"5818 Andrea Mission
Lake Johnton, OR 36118",Oklahoma,755-38-100,2939,863.25,1181,2844,Maldonadochester,6906,1035.9,2128,319.2,3770,565.5,739,3393.0,252374,215,204,GQ,6099,LS,6303,IP,6908,AM,7376,False,False,True,KW   85451
"Jacqueline Johnson   ,   661 Zachary Crossing
Huberfurt, OR 91512   ,   98942",591-60-0647,63-7-97-33,3476000,Terry,Hawkins,"212 Angela Prairie
Jackmouth, ND 75994",Indiana,741-33-785,1480,963.5,2518,3707,Port Brittany,7708,1156.2,2083,312.45,2229,334.35,770,2006.1,200793,260,274,KM,8184,AY,4652,DR,7281,OD,9369,True,False,False,XE   52822
